model_name,inchi,smiles,excited,multiplicity,lumped,stereochemistry
C12KET3-4,"InChI=1S/C12H24O3/c1-3-5-6-7-8-9-10-12(15-14)11(13)4-2/h12,14H,3-10H2,1-2H3",CCCCCCCCC(C(CC)=O)OO,0,0,0,1
C12KET3-5,"InChI=1S/C12H24O3/c1-3-5-6-7-8-9-12(15-14)10-11(13)4-2/h12,14H,3-10H2,1-2H3",CCCCCCCC(CC(CC)=O)OO,0,0,0,1
C12KET3-6,"InChI=1S/C12H24O3/c1-3-5-6-7-8-12(15-14)10-9-11(13)4-2/h12,14H,3-10H2,1-2H3",CCCCCCC(CCC(CC)=O)OO,0,0,0,1
C12KET3-7,"InChI=1S/C12H24O3/c1-3-5-6-9-12(15-14)10-7-8-11(13)4-2/h12,14H,3-10H2,1-2H3",CCCCCC(CCCC(CC)=O)OO,0,0,0,1
C12KET4-1,"InChI=1S/C12H24O3/c1-2-3-4-5-6-7-9-12(13)10-8-11-15-14/h14H,2-11H2,1H3",CCCCCCCCC(CCCOO)=O,0,0,0,1
C12KET4-2,"InChI=1S/C12H24O3/c1-3-4-5-6-7-8-9-12(13)10-11(2)15-14/h11,14H,3-10H2,1-2H3",CCCCCCCCC(CC(C)OO)=O,0,0,0,1
C12KET4-3,"InChI=1S/C12H24O3/c1-3-5-6-7-8-9-10-11(13)12(4-2)15-14/h12,14H,3-10H2,1-2H3",CCCCCCCCC(C(CC)OO)=O,0,0,0,1
C12KET4-5,"InChI=1S/C12H24O3/c1-3-5-6-7-8-10-12(15-14)11(13)9-4-2/h12,14H,3-10H2,1-2H3",CCCCCCCC(C(CCC)=O)OO,0,0,0,1
C12KET4-6,"InChI=1S/C12H24O3/c1-3-5-6-7-9-12(15-14)10-11(13)8-4-2/h12,14H,3-10H2,1-2H3",CCCCCCC(CC(CCC)=O)OO,0,0,0,1
C12KET4-7,"InChI=1S/C12H24O3/c1-3-5-6-8-12(15-14)10-9-11(13)7-4-2/h12,14H,3-10H2,1-2H3",CCCCCC(CCC(CCC)=O)OO,0,0,0,1
C12KET4-8,"InChI=1S/C12H24O3/c1-3-5-9-12(15-14)10-6-8-11(13)7-4-2/h12,14H,3-10H2,1-2H3",CCCCC(CCCC(CCC)=O)OO,0,0,0,1
C12KET5-1,"InChI=1S/C12H24O3/c1-2-3-4-5-6-9-12(13)10-7-8-11-15-14/h14H,2-11H2,1H3",CCCCCCCC(CCCCOO)=O,0,0,0,1
C12KET5-2,"InChI=1S/C12H24O3/c1-3-4-5-6-7-8-12(13)10-9-11(2)15-14/h11,14H,3-10H2,1-2H3",CCCCCCCC(CCC(C)OO)=O,0,0,0,1
C12KET5-3,"InChI=1S/C12H24O3/c1-3-5-6-7-8-9-11(13)10-12(4-2)15-14/h12,14H,3-10H2,1-2H3",CCCCCCCC(CC(CC)OO)=O,0,0,0,1
C12KET5-4,"InChI=1S/C12H24O3/c1-3-5-6-7-8-10-11(13)12(15-14)9-4-2/h12,14H,3-10H2,1-2H3",CCCCCCCC(C(CCC)OO)=O,0,0,0,1
C12KET5-6,"InChI=1S/C12H24O3/c1-3-5-7-8-10-12(15-14)11(13)9-6-4-2/h12,14H,3-10H2,1-2H3",CCCCCCC(C(CCCC)=O)OO,0,0,0,1
C12KET5-7,"InChI=1S/C12H24O3/c1-3-5-7-9-12(15-14)10-11(13)8-6-4-2/h12,14H,3-10H2,1-2H3",CCCCCC(CC(CCCC)=O)OO,0,0,0,1
C12KET5-8,"InChI=1S/C12H24O3/c1-3-5-7-11(13)9-10-12(15-14)8-6-4-2/h12,14H,3-10H2,1-2H3",CCCCC(CCC(CCCC)OO)=O,0,0,0,1
C12KET5-9,"InChI=1S/C12H24O3/c1-3-5-8-11(13)9-6-10-12(15-14)7-4-2/h12,14H,3-10H2,1-2H3",CCCCC(CCCC(CCC)OO)=O,0,0,0,1
C12KET6-10,"InChI=1S/C12H24O3/c1-3-5-6-8-11(13)9-7-10-12(4-2)15-14/h12,14H,3-10H2,1-2H3",CCCCCC(CCCC(CC)OO)=O,0,0,0,1
C12KET6-2,"InChI=1S/C12H24O3/c1-3-4-5-6-9-12(13)10-7-8-11(2)15-14/h11,14H,3-10H2,1-2H3",CCCCCCC(CCCC(C)OO)=O,0,0,0,1
C12KET6-3,"InChI=1S/C12H24O3/c1-3-5-6-7-8-11(13)9-10-12(4-2)15-14/h12,14H,3-10H2,1-2H3",CCCCCCC(CCC(CC)OO)=O,0,0,0,1
C12KET6-4,"InChI=1S/C12H24O3/c1-3-5-6-7-9-11(13)10-12(15-14)8-4-2/h12,14H,3-10H2,1-2H3",CCCCCCC(CC(CCC)OO)=O,0,0,0,1
C12KET6-5,"InChI=1S/C12H24O3/c1-3-5-7-8-9-11(13)12(15-14)10-6-4-2/h12,14H,3-10H2,1-2H3",CCCCCCC(C(CCCC)OO)=O,0,0,0,1
C12KET6-7,"InChI=1S/C12H24O3/c1-3-5-7-9-11(13)12(15-14)10-8-6-4-2/h12,14H,3-10H2,1-2H3",CCCCCC(C(CCCCC)OO)=O,0,0,0,1
C12KET6-8,"InChI=1S/C12H24O3/c1-3-5-7-8-11(13)10-12(15-14)9-6-4-2/h12,14H,3-10H2,1-2H3",CCCCCC(CC(CCCC)OO)=O,0,0,0,1
C12KET6-9,"InChI=1S/C12H24O3/c1-3-5-6-8-11(13)9-10-12(15-14)7-4-2/h12,14H,3-10H2,1-2H3",CCCCCC(CCC(CCC)OO)=O,0,0,0,1
NC6H13CO,"InChI=1S/C7H13O/c1-2-3-4-5-6-7-8/h2-6H2,1H3",CCCCCC[C]=O,0,0,0,1
C5H11COCH2,"InChI=1S/C7H13O/c1-3-4-5-6-7(2)8/h2-6H2,1H3",CCCCCC(=C)[O],0,0,0,1
C4COC2H4P,"InChI=1S/C7H13O/c1-3-5-6-7(8)4-2/h2-6H2,1H3",CCCCC(C[CH2])=O,0,0,0,1
C3COC3H6P,"InChI=1S/C7H13O/c1-3-5-7(8)6-4-2/h1,3-6H2,2H3",[CH2]CCC(CCC)=O,0,0,0,1
NC7H15CO,"InChI=1S/C8H15O/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3",CCCCCCC[C]=O,0,0,0,1
C6H13COCH2,"InChI=1S/C8H15O/c1-3-4-5-6-7-8(2)9/h2-7H2,1H3",CCCCCCC(=C)[O],0,0,0,1
C5COC2H4P,"InChI=1S/C8H15O/c1-3-5-6-7-8(9)4-2/h2-7H2,1H3",CCCCCC(C[CH2])=O,0,0,0,1
C4COC3H6P,"InChI=1S/C8H15O/c1-3-5-7-8(9)6-4-2/h2-7H2,1H3",CCCCC(CC[CH2])=O,0,0,0,1
NC8H17CO,"InChI=1S/C9H17O/c1-2-3-4-5-6-7-8-9-10/h2-8H2,1H3",CCCCCCCC[C]=O,0,0,0,1
C7H15COCH2,"InChI=1S/C9H17O/c1-3-4-5-6-7-8-9(2)10/h2-8H2,1H3",CCCCCCCC([CH2])=O,0,0,0,1
C6COC2H4P,"InChI=1S/C9H17O/c1-3-5-6-7-8-9(10)4-2/h2-8H2,1H3",CCCCCCC(C[CH2])=O,0,0,0,1
C5COC3H6P,"InChI=1S/C9H17O/c1-3-5-6-8-9(10)7-4-2/h2-8H2,1H3",CCCCCC(CC[CH2])=O,0,0,0,1
NC9H19CO,"InChI=1S/C10H19O/c1-2-3-4-5-6-7-8-9-10-11/h2-9H2,1H3",CCCCCCCCC[C]=O,0,0,0,1
C8H17COCH2,"InChI=1S/C10H19O/c1-3-4-5-6-7-8-9-10(2)11/h2-9H2,1H3",CCCCCCCCC(=C)[O],0,0,0,1
C7COC2H4P,"InChI=1S/C10H19O/c1-3-5-6-7-8-9-10(11)4-2/h2-9H2,1H3",CCCCCCCC(C[CH2])=O,0,0,0,1
C6COC3H6P,"InChI=1S/C10H19O/c1-3-5-6-7-9-10(11)8-4-2/h2-9H2,1H3",CCCCCCC(CC[CH2])=O,0,0,0,1
NC10H21CHO,"InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",CCCCCCCCCCC=O,0,0,0,1
NC10H21CO,"InChI=1S/C11H21O/c1-2-3-4-5-6-7-8-9-10-11-12/h2-10H2,1H3",CCCCCCCCCC[C]=O,0,0,0,1
C9H19COCH2,"InChI=1S/C11H21O/c1-3-4-5-6-7-8-9-10-11(2)12/h2-10H2,1H3",CCCCCCCCCC([CH2])=O,0,0,0,1
C8COC2H4P,"InChI=1S/C11H21O/c1-3-5-6-7-8-9-10-11(12)4-2/h2-10H2,1H3",CCCCCCCCC(C[CH2])=O,0,0,0,1
C7COC3H6P,"InChI=1S/C11H21O/c1-3-5-6-7-8-10-11(12)9-4-2/h2-10H2,1H3",CCCCCCCC(CC[CH2])=O,0,0,0,1
NC3H7CHCO,"InChI=1S/C5H8O/c1-2-3-4-5-6/h4H,2-3H2,1H3",CCCC=C=O,0,0,0,1
NC3H7COC2H3,"InChI=1S/C6H10O/c1-3-5-6(7)4-2/h4H,2-3,5H2,1H3",CCCC(C=C)=O,0,0,0,1
NC4H9CHCO,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h5H,2-4H2,1H3",CCCCC=C=O,0,0,0,1
NC4H9COC2H3,"InChI=1S/C7H12O/c1-3-5-6-7(8)4-2/h4H,2-3,5-6H2,1H3",CCCCC(C=C)=O,0,0,0,1
C5H11CHCO,"InChI=1S/C7H12O/c1-2-3-4-5-6-7-8/h6H,2-5H2,1H3",CCCCCC=C=O,0,0,0,1
C5H11COC2H3,"InChI=1S/C8H14O/c1-3-5-6-7-8(9)4-2/h4H,2-3,5-7H2,1H3",CCCCCC(C=C)=O,0,0,0,1
NC11H23CHO,"InChI=1S/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3",CCCCCCCCCCCC=O,0,0,0,1
NC11H23CO,"InChI=1S/C12H23O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-11H2,1H3",CCCCCCCCCCC[C]=O,0,0,0,1
NC12H25CHO,"InChI=1S/C13H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h13H,2-12H2,1H3",CCCCCCCCCCCCC=O,0,0,0,1
NC12H25CO,"InChI=1S/C13H25O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h2-12H2,1H3",CCCCCCCCCCCC[C]=O,0,0,0,1
C6H13COC2H3,"InChI=1S/C9H16O/c1-3-5-6-7-8-9(10)4-2/h4H,2-3,5-8H2,1H3",CCCCCCC(C=C)=O,0,0,0,1
C6H13CHCO,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h7H,2-6H2,1H3",CCCCCCC=C=O,0,0,0,1
C7H15CHCO,"InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h8H,2-7H2,1H3",CCCCCCCC=C=O,0,0,0,1
C8H17CHCO,"InChI=1S/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h9H,2-8H2,1H3",CCCCCCCCC=C=O,0,0,0,1
C9H19CHCO,"InChI=1S/C11H20O/c1-2-3-4-5-6-7-8-9-10-11-12/h10H,2-9H2,1H3",CCCCCCCCCC=C=O,0,0,0,1
C10H21CHCO,"InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h11H,2-10H2,1H3",CCCCCCCCCCC=C=O,0,0,0,1
C11H23CHCO,"InChI=1S/C13H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h12H,2-11H2,1H3",CCCCCCCCCCCC=C=O,0,0,0,1
C10H21COCH2,"InChI=1S/C12H23O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h2-11H2,1H3",CCCCCCCCCCC(=C)[O],0,0,0,1
C11H23COCH2,"InChI=1S/C13H25O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h2-12H2,1H3",CCCCCCCCCCCC(=C)[O],0,0,0,1
C12H25COCH2,"InChI=1S/C14H27O/c1-3-4-5-6-7-8-9-10-11-12-13-14(2)15/h2-13H2,1H3",CCCCCCCCCCCCC([CH2])=O,0,0,0,1
NC6CO3,"InChI=1S/C7H13O3/c1-2-3-4-5-6-7(8)10-9/h2-6H2,1H3",CCCCCCC(=O)O[O],0,0,0,1
NC7CO3,"InChI=1S/C8H15O3/c1-2-3-4-5-6-7-8(9)11-10/h2-7H2,1H3",CCCCCCCC(=O)O[O],0,0,0,1
NC8CO3,"InChI=1S/C9H17O3/c1-2-3-4-5-6-7-8-9(10)12-11/h2-8H2,1H3",CCCCCCCCC(=O)O[O],0,0,0,1
NC9CO3,"InChI=1S/C10H19O3/c1-2-3-4-5-6-7-8-9-10(11)13-12/h2-9H2,1H3",CCCCCCCCCC(=O)O[O],0,0,0,1
NC10CO3,"InChI=1S/C11H21O3/c1-2-3-4-5-6-7-8-9-10-11(12)14-13/h2-10H2,1H3",CCCCCCCCCCC(=O)O[O],0,0,0,1
NC11CO3,"InChI=1S/C12H23O3/c1-2-3-4-5-6-7-8-9-10-11-12(13)15-14/h2-11H2,1H3",CCCCCCCCCCCC(=O)O[O],0,0,0,1
NC6CO3H,"InChI=1S/C7H14O3/c1-2-3-4-5-6-7(8)10-9/h9H,2-6H2,1H3",CCCCCCC(=O)OO,0,0,0,1
NC7CO3H,"InChI=1S/C8H16O3/c1-2-3-4-5-6-7-8(9)11-10/h10H,2-7H2,1H3",CCCCCCCC(=O)OO,0,0,0,1
NC8CO3H,"InChI=1S/C9H18O3/c1-2-3-4-5-6-7-8-9(10)12-11/h11H,2-8H2,1H3",CCCCCCCCC(=O)OO,0,0,0,1
NC9CO3H,"InChI=1S/C10H20O3/c1-2-3-4-5-6-7-8-9-10(11)13-12/h12H,2-9H2,1H3",CCCCCCCCCC(=O)OO,0,0,0,1
NC10CO3H,"InChI=1S/C11H22O3/c1-2-3-4-5-6-7-8-9-10-11(12)14-13/h13H,2-10H2,1H3",CCCCCCCCCCC(=O)OO,0,0,0,1
NC11CO3H,"InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-10-11-12(13)15-14/h14H,2-11H2,1H3",CCCCCCCCCCCC(=O)OO,0,0,0,1
NO,InChI=1S/NO/c1-2,[N]=O,0,0,0,1
NO2,InChI=1S/NO2/c2-1-3,O=N[O],0,0,0,1
N2O,InChI=1S/N2O/c1-2-3,[N]=N[O],0,0,0,1
NH3,InChI=1S/H3N/h1H3,N,0,0,0,1
NH2,InChI=1S/H2N/h1H2,[NH2],0,0,0,1
HONO,"InChI=1S/HNO2/c2-1-3/h(H,2,3)",ON=O,0,0,0,1
HNO2,InChI=1S/HNO2/c1-2-3-1/h1H,N1OO1,0,0,0,1
NH,InChI=1S/HN/h1H,[NH],0,0,0,1
N,InChI=1S/N,[N],0,0,0,1
HNO,InChI=1S/HNO/c1-2/h1H,N=O,0,0,0,1
H2NO,InChI=1S/H2NO/c1-2/h1H2,N[O],0,0,0,1
HNOH,InChI=1S/H2NO/c1-2/h1-2H,[NH]O,0,0,0,1
NNH,InChI=1S/HN2/c1-2/h1H,N=[N],0,0,0,1
N2H2,InChI=1S/H2N2/c1-2/h1-2H/b2-1+,[H]/N=N/[H],0,0,0,1
H2NN,InChI=1S/H2N2/c1-2/h1-2H,N=N,0,0,0,1
N2H4,InChI=1S/H4N2/c1-2/h1-2H2,NN,0,0,0,1
N2H3,"InChI=1S/H3N2/c1-2/h1H,2H2",[NH]N,0,0,0,1
NO3,InChI=1S/NO3/c2-1(3)4,[O]N([O])[O],0,0,0,1
HON,InChI=1S/HNO/c1-2/h2H,[N]O,0,0,0,1
HONO2,"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)",O=[N+]([O-])O,0,0,0,1
NH2OH,"InChI=1S/H3NO/c1-2/h2H,1H2",NO,0,0,0,1
H2NNO2,InChI=1S/H2N2O2/c1-2(3)4/h1H2,NN([O])[O],0,0,0,1
ONHN,InChI=1S/HN2O/c1-2-3/h1H,N=N[O],0,0,0,1
CN,InChI=1S/CN/c1-2,[C]#N,0,0,0,1
NCO,InChI=1S/CNO/c2-1-3,N#C[O],0,0,0,1
HCN,InChI=1S/CHN/c1-2/h1H,C#N,0,0,0,1
HNCO,InChI=1S/CHNO/c2-1-3/h2H,N=C=O,0,0,0,1
CH2NH,"InChI=1S/CH3N/c1-2/h2H,1H2",C=N,0,0,0,1
H2CN,InChI=1S/CH2N/c1-2/h1H2,C=[N],0,0,0,1
CH3NO,InChI=1S/CH3NO/c1-2-3/h1H3,CN=O,0,0,0,1
CH2CN,InChI=1S/C2H2N/c1-2-3/h1H2,C=C=[N],0,0,0,1
HOCN,InChI=1S/CHNO/c2-1-3/h3H,N#CO,0,0,0,1
CH3CN,InChI=1S/C2H3N/c1-2-3/h1H3,CC#N,0,0,0,1
HCNO,InChI=1S/CHNO/c1-2-3/h1H,[CH]=N[O],0,0,0,1
CH2NH2,InChI=1S/CH4N/c1-2/h1-2H2,[CH2]N,0,0,0,1
NCN,InChI=1S/CN2/c2-1-3,N#C[N],0,0,0,1
HNCN,InChI=1S/CHN2/c2-1-3/h2H,N=C=[N],0,0,0,1
CH2NO,InChI=1S/CH2NO/c1-2-3/h1H2,C=N[O],0,0,0,1
CH3NO2,InChI=1S/CH3NO2/c1-2(3)4/h1H3,CN([O])[O],0,0,0,1
CH2NO2,InChI=1S/CH2NO2/c1-2(3)4/h1H2,[CH2]N([O])[O],0,0,0,1
CH3ONO,InChI=1S/CH3NO2/c1-4-2-3/h1H3,CON=O,0,0,0,1
CH3ONO2,InChI=1S/CH3NO3/c1-5-2(3)4/h1H3,CO[N+](=O)[O-],0,0,0,1
HNC,InChI=1S/CHN/c1-2/h2H,[C]=N,0,0,0,1
NCCN,InChI=1S/C2N2/c3-1-2-4,N#CC#N,0,0,0,1
HNCNH,InChI=1S/CH2N2/c2-1-3/h2-3H,N=C=N,0,0,0,1
NCNOH,InChI=1S/CHN2O/c2-1-3-4/h4H,N#C[N]O,0,0,0,1
NCNO,InChI=1S/CN2O/c2-1-3-4,N#CN=O,0,0,0,1
CH3NH2,"InChI=1S/CH5N/c1-2/h2H2,1H3",CN,0,0,0,1
CH3NH,"InChI=1S/CH4N/c1-2/h2H,1H3",C[NH],0,0,0,1
HCNH,InChI=1S/CH2N/c1-2/h1-2H,[CH]=N,0,0,0,1
CH3CH2NH2,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",CCN,0,0,0,1
CH3CHNH2,"InChI=1S/C2H6N/c1-2-3/h2H,3H2,1H3",C[CH]N,0,0,0,1
CH2CH2NH2,InChI=1S/C2H6N/c1-2-3/h1-3H2,[CH2]CN,0,0,0,1
CH3CH2NH,"InChI=1S/C2H6N/c1-2-3/h3H,2H2,1H3",CC[NH],0,0,0,1
CH2CHNH2,"InChI=1S/C2H5N/c1-2-3/h2H,1,3H2",C=CN,0,0,0,1
CH3CHNH,"InChI=1S/C2H5N/c1-2-3/h2-3H,1H3",CC=N,0,0,0,1
H2NCHO,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",N=CO,0,0,0,1
CHCHNH2,"InChI=1S/C2H4N/c1-2-3/h1-2H,3H2",[CH]=CN,0,0,0,1
CH2CNH2,"InChI=1S/C2H4N/c1-2-3/h1,3H2",C=[C]N,0,0,0,1
CH2CHNH,"InChI=1S/C2H4N/c1-2-3/h2-3H,1H2",C=C[NH],0,0,0,1
H2NCO,"InChI=1S/CH2NO/c2-1-3/h(H2,2,3)",N=[C]O,0,0,0,1
CH3CNH,"InChI=1S/C2H4N/c1-2-3/h3H,1H3",C[C]=N,0,0,0,1
CH3CHN,"InChI=1S/C2H4N/c1-2-3/h2H,1H3",CC=[N],0,0,0,1
CHCNH2,"InChI=1S/C2H3N/c1-2-3/h1H,3H2",C#CN,0,0,0,1
CH2CNH,"InChI=1S/C2H3N/c1-2-3/h3H,1H2",C=C=N,0,0,0,1
CH2CHN(S),"InChI=1S/C2H3N/c1-2-3/h2H,1H2",C=C[N],0,1,0,1
CH2CHN,"InChI=1S/C2H3N/c1-2-3/h2H,1H2",C=C[N],0,3,0,1
CHCNH,"InChI=1S/C2H2N/c1-2-3/h1,3H",C#C[NH],0,0,0,1
C-C2H3N,"InChI=1S/C2H3N/c1-2-3-1/h1H,2H2",C1=NC1,0,0,0,1
CH2NCH2,InChI=1S/C2H4N/c1-3-2/h1-2H2,C=N[CH2],0,0,0,1
CH3NHCH2,"InChI=1S/C2H6N/c1-3-2/h3H,1H2,2H3",[CH2]NC,0,0,0,1
CH3NHCH3,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",CNC,0,0,0,1
CH3NCH3,InChI=1S/C2H6N/c1-3-2/h1-2H3,C[N]C,0,0,0,1
CH3NCH2,"InChI=1S/C2H5N/c1-3-2/h1H2,2H3",C=NC,0,0,0,1
CH3NCH,"InChI=1S/C2H4N/c1-3-2/h1H,2H3",[CH]=NC,0,0,0,1
CH3CH2ONO2,"InChI=1S/C2H5NO3/c1-2-6-3(4)5/h2H2,1H3",CCON([O])[O],0,0,0,1
C2H3NO2,"InChI=1S/C2H3NO2/c1-2-3(4)5/h2H,1H2",C=CN([O])[O],0,0,0,1
C2H5NO2,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",CCN([O])[O],0,0,0,1
CH3CH2ONO,"InChI=1S/C2H5NO2/c1-2-5-3-4/h2H2,1H3",CCON=O,0,0,0,1
CH2CH2NO2,InChI=1S/C2H4NO2/c1-2-3(4)5/h1-2H2,[CH2]CN([O])[O],0,0,0,1
CH3CHNO2,"InChI=1S/C2H4NO2/c1-2-3(4)5/h2H,1H3",C[CH]N([O])[O],0,0,0,1
C2H5NO,"InChI=1S/C2H5NO/c1-2-3-4/h2H2,1H3",CCN=O,0,0,0,1
CH3CHNO,"InChI=1S/C2H4NO/c1-2-3-4/h2H,1H3",C[CH]N=O,0,0,0,1
CHCHNO,InChI=1S/C2H2NO/c1-2-3-4/h1-2H,[CH]=CN=O,0,0,0,1
C2H4ONO,InChI=1S/C2H4NO2/c1-2-5-3-4/h1-2H2,[CH2]CON=O,0,0,0,1
HOC2H4NO2,"InChI=1S/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",OCCN([O])[O],0,0,0,1
CH3CNO,InChI=1S/C2H3NO/c1-2-3-4/h1H3,C[C]N=O,0,0,0,1
CH2CHNO,"InChI=1S/C2H3NO/c1-2-3-4/h2H,1H2",C=CN=O,0,0,0,1
NO2CH2CHO,"InChI=1S/C2H3NO3/c4-2-1-3(5)6/h2H,1H2",O=CCN([O])[O],0,0,0,1
NC3H7ONO,"InChI=1S/C3H7NO2/c1-2-3-6-4-5/h2-3H2,1H3",CCCON=O,0,0,0,1
NC3H7NO2,"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3",CCCN([O])[O],0,0,0,1
NC3H7ONO2,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",CCCON([O])[O],0,0,0,1
HNO3,InChI=1S/HNO3/c2-1-4-3/h3H,O=NOO,0,0,0,1
IC3H7ONO2,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",CC(C)ON([O])[O],0,0,0,1
IC3H7ONO,"InChI=1S/C3H7NO2/c1-3(2)6-4-5/h3H,1-2H3",CC(C)ON=O,0,0,0,1
IC3H7NO2,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",CC(C)N([O])[O],0,0,0,1
C3H5NO2,"InChI=1S/C3H5NO2/c1-2-3-4(5)6/h2H,1,3H2",C=CCN([O])[O],0,0,0,1
CH3CNO2CH2,"InChI=1S/C3H5NO2/c1-3(2)4(5)6/h1H2,2H3",C=C(C)N([O])[O],0,0,0,1
C3H5NO,"InChI=1S/C3H5NO/c1-3(2)4-5/h1H2,2H3",C=C(C)N=O,0,0,0,1
CYC5H71-4,"InChI=1S/C5H7/c1-2-4-5-3-1/h1-2,5H,3-4H2",C1C[CH]CC=1,0,0,0,1
FC10H10,"InChI=1S/C10H10/c1-2-6-9(5-1)10-7-3-4-8-10/h1-3,5,7-8H,4,6H2",C1C=C(CC=1)C2=CCC=C2,0,0,1,1
FC10H10,"InChI=1S/C10H10/c1-2-6-9(5-1)10-7-3-4-8-10/h1,3,5-8H,2,4H2",C1=CC(=CC1)C2=CCC=C2,0,0,1,1
MEINDENE,"InChI=1S/C10H10/c1-8-6-7-9-4-2-3-5-10(8)9/h2-6H,7H2,1H3",CC1C2C(=CC=CC=2)CC=1,0,0,1,1
C5H5OH,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-3,6H,4H2",OC1CC=CC=1,0,0,1,1
C5H5OH,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3-4,6H,2H2",OC1=CCC=C1,0,0,1,1
C10H10,"InChI=1S/C10H10/c1-2-6-10-8-4-3-7-9(10)5-1/h1-6H,7-8H2",C1C=C2C(=CC=1)CC=CC2,0,0,1,1
CPTOH-2,"InChI=1S/C5H9O/c6-5-3-1-2-4-5/h3,5-6H,1-2,4H2",OC1[CH]CCC1,0,0,0,1
CPTOH-2O2,"InChI=1S/C5H9O3/c6-4-2-1-3-5(4)8-7/h4-6H,1-3H2",[O]OC1CCCC1O,0,0,0,1
CPTO2H-2O,"InChI=1S/C5H9O3/c6-4-2-1-3-5(4)8-7/h4-5,7H,1-3H2",[O]C1CCCC1OO,0,0,0,1
CHOCCCCHO,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2",O=CCCCC=O,0,0,0,1
COCCCCHO,"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h4H,1-3H2",O=[C]CCCC=O,0,0,0,1
OC5H7O,"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2",[O]C=CCCC=O,0,0,0,1
CHOCCHCCHO,"InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h1,4-5H,2-3H2",O=CC[CH]CC=O,0,0,0,1
C6H5C3H3,"InChI=1S/C9H8/c1-2-6-9-7-4-3-5-8-9/h1,3-5,7-8H,6H2",C#CCC1=CC=CC=C1,0,0,1,1
C6H5C3H3,"InChI=1S/C9H8/c1-2-6-9-7-4-3-5-8-9/h3-8H,1H2",C=C=CC1=CC=CC=C1,0,0,1,1
C6H5C3H2,"InChI=1S/C9H7/c1-2-6-9-7-4-3-5-8-9/h1,3-8H",[CH]=C=CC1=CC=CC=C1,0,0,1,1
C6H5C3H2,"InChI=1S/C9H7/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,1H2",C=C=[C]C1=CC=CC=C1,0,0,1,1
C6H4C2H5,"InChI=1S/C8H9/c1-2-8-6-4-3-5-7-8/h3-4,6-7H,2H2,1H3",CCC1=CC=C[C]=C1,0,0,0,1
YMN,"InChI=1S/C8H8/c1-2-5-8-6-3-4-7-8/h3-8H,1H2",C=C=CC1C=CC=C1,0,0,0,1
C5H4CHCHCH2,"InChI=1S/C8H8/c1-2-5-8-6-3-4-7-8/h2-7H,1H2",C=CC=C1C=CC=C1,0,0,0,1
RFLUORENE,InChI=1S/C13H9/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-9H,[CH]1C2=C(C=CC=C2)C2=C1C=CC=C2,0,0,0,1
C9H6-C2H,"InChI=1S/C11H7/c1-2-9-7-8-10-5-3-4-6-11(9)10/h1,3-8H",C#C[C]1C=CC2=C1C=CC=C2,0,0,0,1
C9H7C2H,"InChI=1S/C11H8/c1-2-9-7-8-10-5-3-4-6-11(9)10/h1,3-9H",C#CC1C=CC2=C1C=CC=C2,0,0,0,1
C6H5CCH2,"InChI=1S/C8H7/c1-2-8-6-4-3-5-7-8/h3-7H,1H2",C=[C]C1=CC=CC=C1,0,0,0,1
